"BehaviorSpace results (NetLogo 6.2.2)"
"Modelo-Melhorado.nlogo"
"experiment"
"10/30/2022 15:18:50:131 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
,"0","9","0"
